accn,organism,loctag,exact,name,compl,pseudo,fail,numFailcats,fail1,fail2,fail3,fail4,fail5,institution,seqYear
CP010310,Pandoraea_pulmonicola,RO07_10970,exact,1917,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_10980,exact,1919,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_11070,exact,1934,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_11125,exact,1943,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_11225,exact,1962,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_11255,exact,1967,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_11305,exact,phnK,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_11380,exact,1991,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_11445,exact,2001,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_11530,exact,2018,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_11565,exact,2025,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_11600,exact,2032,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_11690,exact,2048,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_11710,exact,2052,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_11770,exact,2062,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_11825,exact,2073,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_11900,exact,2088,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_12355,exact,2165,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_12500,exact,2191,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_12645,exact,2218,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_12750,exact,2239,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_12935,exact,2274,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_12985,exact,2284,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_13205,exact,2323,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_13500,exact,2376,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_14140,exact,2482,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_14145,exact,2483,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_14200,exact,2494,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_14245,exact,2503,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_14365,exact,2524,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_14420,exact,2535,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_14465,exact,2544,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_14795,exact,2604,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_15215,exact,2679,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_15330,exact,2700,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_15695,exact,2760,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_15795,exact,2777,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_15975,exact,2806,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_16095,exact,2824,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_16590,exact,2913,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_16930,exact,2970,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_17245,exact,3029,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_17460,exact,3066,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_17900,exact,3140,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_17960,exact,3149,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_18095,exact,3175,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_18200,exact,sdhB,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_18260,exact,3208,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_18305,exact,3216,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_18350,exact,aceE,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_18420,exact,3235,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_19210,exact,3369,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_19215,exact,3370,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_19335,exact,3392,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_19415,exact,3407,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_19465,exact,3417,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_19640,exact,3446,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_19685,exact,3454,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_19855,exact,3485,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_20030,exact,3516,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_20145,exact,3539,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_20625,exact,3619,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_20680,exact,3628,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_20840,exact,3652,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_21020,exact,3680,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_21150,exact,3700,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_21165,exact,3703,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_21170,exact,3704,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_21430,exact,3743,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_21480,exact,3752,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_21550,exact,3765,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_21605,exact,3776,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_21810,exact,3814,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_21850,exact,3820,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_21985,exact,3841,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_22285,exact,3891,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_22395,exact,3910,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_22835,exact,3983,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_23125,exact,4033,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_23165,exact,4040,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_23405,exact,4082,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_23810,exact,4149,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_24065,exact,4188,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_24190,exact,4208,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_24385,exact,4245,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_24650,exact,4287,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_24985,exact,4342,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_24990,exact,4343,1,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010310,Pandoraea_pulmonicola,RO07_25000,exact,4344,0,0,1,1,0,0,0,0,1,_Division_of_Genetics_and_Molecular_Biology_University_of_Malaya_Institute_of_Biological_Sciences_Faculty_of_Science_University_of_Malaya_Kuala_Lumpur_50603_Malaysia_,2015
CP010311,Geoalkalibacter_subterraneus,GSUB_00065,exact,11,0,0,1,1,0,0,0,0,1,_BioTechnology_Institute_University_of_Minnesota_-_Twin_Cities_140_Gortner_Laboratory_1479_Gortner_Avenue_Saint_Paul_MN_55108_USA_,2015
CP010311,Geoalkalibacter_subterraneus,GSUB_00145,exact,25,0,0,1,1,0,0,0,0,1,_BioTechnology_Institute_University_of_Minnesota_-_Twin_Cities_140_Gortner_Laboratory_1479_Gortner_Avenue_Saint_Paul_MN_55108_USA_,2015
CP010311,Geoalkalibacter_subterraneus,GSUB_00585,exact,102,1,0,1,1,0,0,0,0,1,_BioTechnology_Institute_University_of_Minnesota_-_Twin_Cities_140_Gortner_Laboratory_1479_Gortner_Avenue_Saint_Paul_MN_55108_USA_,2015
CP010311,Geoalkalibacter_subterraneus,GSUB_00810,exact,145,0,0,1,1,0,0,0,0,1,_BioTechnology_Institute_University_of_Minnesota_-_Twin_Cities_140_Gortner_Laboratory_1479_Gortner_Avenue_Saint_Paul_MN_55108_USA_,2015
CP010311,Geoalkalibacter_subterraneus,GSUB_01230,exact,208,0,0,1,1,0,0,0,0,1,_BioTechnology_Institute_University_of_Minnesota_-_Twin_Cities_140_Gortner_Laboratory_1479_Gortner_Avenue_Saint_Paul_MN_55108_USA_,2015
CP010311,Geoalkalibacter_subterraneus,GSUB_01515,exact,groEL,0,0,1,1,0,0,0,0,1,_BioTechnology_Institute_University_of_Minnesota_-_Twin_Cities_140_Gortner_Laboratory_1479_Gortner_Avenue_Saint_Paul_MN_55108_USA_,2015
CP010311,Geoalkalibacter_subterraneus,GSUB_01935,exact,326,1,0,1,1,0,0,0,0,1,_BioTechnology_Institute_University_of_Minnesota_-_Twin_Cities_140_Gortner_Laboratory_1479_Gortner_Avenue_Saint_Paul_MN_55108_USA_,2015
CP010311,Geoalkalibacter_subterraneus,GSUB_02180,exact,glmU,1,0,1,1,0,0,0,0,1,_BioTechnology_Institute_University_of_Minnesota_-_Twin_Cities_140_Gortner_Laboratory_1479_Gortner_Avenue_Saint_Paul_MN_55108_USA_,2015
CP010311,Geoalkalibacter_subterraneus,GSUB_02720,exact,461,1,0,1,1,0,0,0,0,1,_BioTechnology_Institute_University_of_Minnesota_-_Twin_Cities_140_Gortner_Laboratory_1479_Gortner_Avenue_Saint_Paul_MN_55108_USA_,2015
CP010311,Geoalkalibacter_subterraneus,GSUB_02790,exact,475,0,0,1,1,0,0,0,0,1,_BioTechnology_Institute_University_of_Minnesota_-_Twin_Cities_140_Gortner_Laboratory_1479_Gortner_Avenue_Saint_Paul_MN_55108_USA_,2015
CP010311,Geoalkalibacter_subterraneus,GSUB_03130,exact,532,1,0,1,1,0,0,0,0,1,_BioTechnology_Institute_University_of_Minnesota_-_Twin_Cities_140_Gortner_Laboratory_1479_Gortner_Avenue_Saint_Paul_MN_55108_USA_,2015
